,tweet_id,user_id,tweet_lang,tweet_time,source,tweet_text,quote_count,reply_count,retweet_count,tweet_favorite_count,hashtags,short_urls,expanded_urls,user_mentions,in_reply_to_user_id,in_reply_to_user_name,in_reply_to_status_id,retweet_id,retweet_user_id,retweet_user_name,quote_id,quote_user_id,quote_user_name
30,1438520401345204225,17903946,en,2021-09-16 15:09:24+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Refusing to get vaccinated against COVID is a form of bioterrorism.
#COVIDBioTerrorists https://t.co/XFF1bbb8XI",0,0,1,3,COVIDBioTerrorists,,,,,,,,,,,,
31,1438518582598537223,6842112,en,2021-09-16 15:02:11+00:00,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","Ahead of COVID-19 vaccine booster meeting, FDA sets neutral tone https://t.co/O6eoPOZ6H0",0,0,0,0,,https://t.co/O6eoPOZ6H0,https://www.koat.com/article/fda-covid-19-vaccine-booster-meeting/37613665?utm_campaign=snd-autopilot,,,,,,,,,,
32,1438518579448606727,16073639,en,2021-09-16 15:02:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@HallieJackson Please post a link to the segment you aired on the COVID-19 vaccine and pregnant women. I'm hoping m… https://t.co/b3iQ2HyVL9,0,0,0,0,,https://t.co/b3iQ2HyVL9,https://twitter.com/i/web/status/1438518579448606727,37590426,37590426.0,HallieJackson,,,,,,,
33,1438517749928525831,745732465889841152,pt,2021-09-16 14:58:52+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Sen_Alessandro O que uma ex mulher tem haver com covid???,0,0,0,0,,,,4250596815,4250596815.0,Sen_Alessandro,1.4382147217784259e+18,,,,,,
34,1438517434940473354,2502951992,en,2021-09-16 14:57:37+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@nmursus I was up that way this Summer. It was good to feel freedom. Quite a contrast to the nazi land that is New… https://t.co/i68qBOkjAB,0,0,1,2,,https://t.co/i68qBOkjAB,https://twitter.com/i/web/status/1438517434940473354,1415707026345238529,1.4157070263452385e+18,nmursus,1.4385015974960333e+18,,,,,,
35,1438517335938060292,909375756,en,2021-09-16 14:57:13+00:00,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",Idaho hospital forced to turn away hundreds of transfer patients amid Covid surge https://t.co/31kXUmo2LP https://t.co/Wp7REtA1V0,0,0,0,0,,https://t.co/31kXUmo2LP,https://www.nbcnews.com/news/us-news/idaho-hospitals-west-face-covid-surge-struggle-transfer-patients-rcna1997,,,,,,,,,,
36,1438515961527554061,154361768,en,2021-09-16 14:51:46+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""It’s just enormously difficult to solve collective problems in a decentralized state when one of the two major par… https://t.co/AbSHAeQmRx",0,0,1,2,,https://t.co/AbSHAeQmRx,https://twitter.com/i/web/status/1438515961527554061,,,,,,,,,,
37,1438510169214709761,13234002,en,2021-09-16 14:28:45+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sentantiq Seneca’s advice on COVID.,0,0,0,0,,,,396163676,396163676.0,sentantiq,1.438509477142012e+18,,,,,,
38,1438509612894801927,777384515710754816,en,2021-09-16 14:26:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Thimsliccck Maybe 🤷🏾‍♂️ I just know I came over here n watch the MTV2 music mix every Sunday since I got out the h… https://t.co/UOCH7LZH4r,0,0,0,1,,https://t.co/UOCH7LZH4r,https://twitter.com/i/web/status/1438509612894801927,1390726424,1390726424.0,Thimsliccck,1.4385084511062262e+18,,,,,,
39,1438508169068630016,777384515710754816,en,2021-09-16 14:20:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Thimsliccck Well let me rephrase that then.. I wish covid didn’t make it to where I had to look up music videos on YouTube 🤷🏾‍♂️ 😆,0,0,0,0,,,,1390726424,1390726424.0,Thimsliccck,1.4385073472912425e+18,,,,,,
40,1438503161740677190,3188871920,en,2021-09-16 14:00:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Far more likely that she got covid from somebody vaccinated, like I did: Candace Ayers of Springfield, Illinois: In… https://t.co/oF4fga7CCT",0,0,1,11,,https://t.co/oF4fga7CCT,https://twitter.com/i/web/status/1438503161740677190,,,,,,,,,,
41,1438501988216360966,984126445596246016,en,2021-09-16 13:56:14+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@mluckovichajc @FARfetched58 @GeorgiaRecorder They are willing to let hundreds of thousands of people die rather th… https://t.co/aSTtA7jxrt,0,0,0,1,,https://t.co/aSTtA7jxrt,https://twitter.com/i/web/status/1438501988216360966,54274807;9782772;1138170967778373632,54274807.0,mluckovichajc,1.4384879479265485e+18,,,,,,
42,1438500547108085765,75616929,en,2021-09-16 13:50:31+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Watch: NCAA Athlete Hit with Severe Heart Complication After COVID Vaccine, Warns Against Vax Mandates via… https://t.co/1UDdwHyevn",0,0,0,1,,https://t.co/1UDdwHyevn,https://twitter.com/i/web/status/1438500547108085765,,,,,,,,,,
43,1438498188839702531,329962403,en,2021-09-16 13:41:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@geoffgarin @sharonjqyang The GOP don’t care what the people want, if these bills are passed, the economy improves… https://t.co/kABRCyJz7x",0,0,0,0,,https://t.co/kABRCyJz7x,https://twitter.com/i/web/status/1438498188839702531,291192260;879012144,291192260.0,geoffgarin,1.438256526272176e+18,,,,,,
44,1438496682807758849,329962403,en,2021-09-16 13:35:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@DemocracyDocket The GOP only care about staying in power and decreasing voting rights of those who vote against th… https://t.co/18Q3c5460y,0,0,0,0,,https://t.co/18Q3c5460y,https://twitter.com/i/web/status/1438496682807758849,841489249157468161,8.414892491574682e+17,DemocracyDocket,1.4381805219437404e+18,,,,,,
45,1438495568729305089,329962403,en,2021-09-16 13:30:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@K_JeanPierre Remember, Fox and the GOP want to keep things just as they are to use it against all Dems in 2022 ele… https://t.co/yJAJVuLauA",0,0,0,0,,https://t.co/yJAJVuLauA,https://twitter.com/i/web/status/1438495568729305089,18533219,18533219.0,K_JeanPierre,1.438468276342993e+18,,,,,,
46,1438494679507431426,1342984536288866304,en,2021-09-16 13:27:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mujeeb_rahman71 @CNN Covid or the vaccine? Honestly either way doesn’t matter much at the moment.,0,0,0,0,,,,91767807;759251,91767807.0,mujeeb_rahman71,1.4383823492014162e+18,,,,,,
47,1438494460422148097,1342984536288866304,en,2021-09-16 13:26:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@4E4654 @mainegirl83 @CNN We’re at 10x that number. We’re at 650,000 and climbing in just over a year with covid. A… https://t.co/Q4EIqJn9Ls",0,0,0,0,,https://t.co/Q4EIqJn9Ls,https://twitter.com/i/web/status/1438494460422148097,1410643755313553408;105670366;759251,1.4106437553135534e+18,4E4654,1.438389572128346e+18,,,,,,
48,1438494282076377091,624080871,en,2021-09-16 13:25:37+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@MAJTOURE 1 in 500 Americans dead from Covid.,0,0,0,0,,,,45360908,45360908.0,MAJTOURE,1.4383828981602836e+18,,,,,,
49,1438492068557492226,17220423,en,2021-09-16 13:16:49+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","During today's #MorningJoy, @JoyKOB shared about the current worldwide COVID-19 situation, NBC's fall lineup and th… https://t.co/419WdR5Xvv Today on #MorningJoy we are starting off with...
1. Pfizer booster shots
2. Hospitalized children with Covid in TX… https://t.co/qrOnuvVvIS",0,0,0,0,MorningJoy;MorningJoy,https://t.co/419WdR5Xvv;https://t.co/qrOnuvVvIS,https://twitter.com/i/web/status/1438492068557492226;https://twitter.com/i/web/status/1438460946247266305,292460388,,,,,,,1.4384609462472663e+18,292460388.0,JoyKOB
50,1438491650976714754,836651137,en,2021-09-16 13:15:10+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",". @JimBreuer is the worst of SNL’s “fratboys” he peaked creatively with Goatboy baaaaad 
Comedian and 'SNL' alum Ji… https://t.co/5FftVaxxnK",0,0,0,0,,https://t.co/5FftVaxxnK,https://twitter.com/i/web/status/1438491650976714754,15927336,,,,,,,,,
51,1438491562485321731,73169555,en,2021-09-16 13:14:49+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JDVance1 JD Vance is one of the leaders of the GOP Idiocracy. Nicki Minaj is not a reputable source for COVID 19 i… https://t.co/7mSjDv9WTW,0,0,0,1,,https://t.co/7mSjDv9WTW,https://twitter.com/i/web/status/1438491562485321731,1542228578,1542228578.0,JDVance1,1.4382904154306396e+18,,,,,,
52,1438489176597536769,20463615,en,2021-09-16 13:05:20+00:00,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Amidst a slew of data in yesterday’s COVID-19 update, some good news emerged: Cases are dropping statewide and in s… https://t.co/dLBGI5gcLg",0,0,0,2,,https://t.co/dLBGI5gcLg,https://twitter.com/i/web/status/1438489176597536769,,,,,,,,,,
53,1438488021914030083,36431627,en,2021-09-16 13:00:44+00:00,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",The second vaccination clinic in September at SFCC is less than a week away. Come to the main campus on Wednesday t… https://t.co/pvr4FAX6gy,0,0,2,1,,https://t.co/pvr4FAX6gy,https://twitter.com/i/web/status/1438488021914030083,,,,,,,,,,
54,1438487112857227269,1028314370013454336,en,2021-09-16 12:57:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rhonda6627 @Spot_On_View @EdElkins3 @Jim_Jordan Ok, call it a covid shot. Call it whatever you want but the point… https://t.co/FUohFqljwO",0,0,0,0,,https://t.co/FUohFqljwO,https://twitter.com/i/web/status/1438487112857227269,1365073418;759072123138764801;926455023852175361;18166778,1365073418.0,rhonda6627,1.4381951936693576e+18,,,,,,
55,1438485787658661888,17220423,en,2021-09-16 12:51:52+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Navajo Nation on Wednesday reported 45 more COVID-19 cases, 5 more deaths 
https://t.co/JjMehi6oIj",0,0,0,3,,https://t.co/JjMehi6oIj,https://www.kob.com/new-mexico-news/navajo-nation-reports-45-more-covid-19-cases-5-more-deaths/6239956/#.YUM9uGROA2o.twitter,,,,,,,,,,
56,1438484925678690308,895301122465742848,en,2021-09-16 12:48:26+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CNBCMakeIt @AOC Stop incentivizing people to stay out of the job market. The govt has assisted for a while now. Co… https://t.co/KPxElDJtOr,0,0,0,1,,https://t.co/KPxElDJtOr,https://twitter.com/i/web/status/1438484925678690308,514513113;138203134,514513113.0,CNBCMakeIt,1.4382466447896986e+18,,,,,,
57,1438484607738040323,6842112,en,2021-09-16 12:47:10+00:00,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",Double lung transplant receiver encourages people to get vaccine after bout with COVID-19  https://t.co/Ip8IMaABLP,0,0,4,13,,https://t.co/Ip8IMaABLP,https://www.koat.com/article/blake-bargatze-encourages-people-to-get-vaccine-after-bout-with-covid-19/37617304?utm_campaign=snd-autopilot,,,,,,,,,,
58,1438480327593320451,6842112,en,2021-09-16 12:30:10+00:00,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",'We're all praying': Mother of eight on a ventilator fighting COVID-19 https://t.co/d6wcuZROMS,0,0,0,3,,https://t.co/d6wcuZROMS,https://www.koat.com/article/mother-of-eight-on-a-ventilator-fighting-covid-19/37619432?utm_campaign=snd-autopilot,,,,,,,,,,
59,1438479201238241283,15333539,en,2021-09-16 12:25:41+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@k_callard We cancelled everything when we got stuffy noses and then we started to get really sick. Not covid but w… https://t.co/sltG7YUfwC,0,0,0,1,,https://t.co/sltG7YUfwC,https://twitter.com/i/web/status/1438479201238241283,1498560176,1498560176.0,k_callard,1.4384332500625244e+18,,,,,,
60,1438478126124867599,292460388,en,2021-09-16 12:21:25+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Schools have also seen a huge drop in COVID cases. The PED is requiring districts submit enhanced COVID protocol/pl… https://t.co/d9x8nO6Y5B,0,0,2,7,,https://t.co/d9x8nO6Y5B,https://twitter.com/i/web/status/1438478126124867599,,292460388.0,JoyKOB,1.4384626870176358e+18,,,,,,
61,1438472614486450180,16957784,en,2021-09-16 11:59:31+00:00,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Can my kids really be harmed wearing masks to protect against COVID? https://t.co/wf9kvNg6E4,0,0,1,2,,https://t.co/wf9kvNg6E4,https://trib.al/nMwIJ8H,,,,,,,,,,
62,1438471777995296776,48124360,en,2021-09-16 11:56:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@bracing @AmericanAir @united That’s where I got Covid. Husband flew them.,0,0,0,0,,,,16570580;22536055;260907612,16570580.0,bracing,1.426402681988518e+18,,,,,,
